mass_A
t	x	y
4,720000000E0	-9,909361537E0	2,150851795E0
4,730000000E0	-7,943686553E0	1,915051958E0
4,740000000E0	-5,807143276E0	1,680072730E0
4,750000000E0	-3,754960876E0	1,501149058E0
4,760000000E0	-1,696681941E0	1,385209635E0
4,770000000E0	3,599937177E-1	1,304897907E0
4,780000000E0	2,452254165E0	1,286067184E0
4,790000000E0	4,514627621E0	1,332667514E0
4,800000000E0	6,597596305E0	1,431912454E0
4,810000000E0	8,717841873E0	1,588411208E0
4,820000000E0	1,072853434E1	1,813262123E0
4,830000000E0	1,268959037E1	2,123847939E0
4,840000000E0	1,461839371E1	2,367343621E0
4,850000000E0	1,655620313E1	2,643436976E0
4,860000000E0	1,847396906E1	2,991032810E0
4,870000000E0	2,041906255E1	3,447490120E0
4,880000000E0	2,232269084E1	3,972967070E0
4,890000000E0	2,416816153E1	4,555728148E0
4,900000000E0	2,602065974E1	5,229571454E0
4,910000000E0	2,764075560E1	5,730090193E0
4,920000000E0	2,943394561E1	6,592705378E0
4,930000000E0	3,108788384E1	7,350590252E0
4,940000000E0	3,270000999E1	8,171296969E0
4,950000000E0	3,425983960E1	9,044797555E0
4,960000000E0	3,572449900E1	9,974023788E0
4,970000000E0	3,714899747E1	1,092402900E1
4,980000000E0	3,849355216E1	1,188364025E1
4,990000000E0	3,974753705E1	1,284613523E1
5,000000000E0	4,094005242E1	1,384922210E1
5,010000000E0	4,208511036E1	1,479459466E1
5,020000000E0	4,317860679E1	1,578498921E1
5,030000000E0	4,418137766E1	1,681606169E1
5,040000000E0	4,516626204E1	1,780803340E1
5,050000000E0	4,604661134E1	1,870487186E1
5,060000000E0	4,682693285E1	1,984072132E1
5,070000000E0	4,772044388E1	2,061225589E1
5,080000000E0	4,846664498E1	2,149792800E1
5,090000000E0	4,918233976E1	2,236396107E1
5,100000000E0	4,986229813E1	2,320581187E1
5,110000000E0	5,050264176E1	2,402295915E1
5,120000000E0	5,109170221E1	2,478260584E1
5,130000000E0	5,161313751E1	2,551229286E1
5,140000000E0	5,209004819E1	2,621516731E1
5,150000000E0	5,255785487E1	2,685129693E1
5,160000000E0	5,297925118E1	2,746970988E1
5,170000000E0	5,330472825E1	2,802819348E1
5,180000000E0	5,366365540E1	2,853055421E1
5,190000000E0	5,397803513E1	2,899298907E1
5,200000000E0	5,423798011E1	2,944504078E1
5,210000000E0	5,446751278E1	2,981507887E1
5,220000000E0	5,462794012E1	3,016751100E1
5,230000000E0	5,481455986E1	3,041396525E1
5,240000000E0	5,496220304E1	3,065632439E1
5,250000000E0	5,509453940E1	3,080175168E1
5,260000000E0	5,521133999E1	3,092451936E1
5,270000000E0	5,530969940E1	3,101329761E1
5,280000000E0	5,534845037E1	3,105313113E1
5,290000000E0	5,537216781E1	3,106712912E1
5,300000000E0	5,533468532E1	3,102751474E1
5,310000000E0	5,531969842E1	3,091017643E1
5,320000000E0	5,520845710E1	3,077525409E1
